article_id,headline,body_text,source_domain,published_at,language,labels,mis_risk_label,word_count,scrape_noise,summary_ref,entities_ref
ART_00048,Influenza A cases have surged by 4,"Influenza A cases have surged by 4.6% in Ramosside, Uruguay over the past three months, according to data released by Gallegos and Sons on July 25, 2024. Officials have attributed the rise to rising temperatures. Ministry of Health, Gambia announced a nationwide screening programme in response to the outbreak. Hospitals in Alvaradoborough, Holy See (Vatican City State) are reporting record emergency admissions. Teresa Davis, a virologist at Armstrong Group, warned that 'immediate intervention is warranted'. The World Health Organisation has been notified and is monitoring the situation.",apnews.com,15-02-2023 04:00,en,"[""Economy"", ""Environment"", ""International""]",,87,,,
ART_00049,"Exclusive: A critical vulnerability has been discovered in Apache Log4j, affecting an estimated 282 million use","A critical vulnerability has been discovered in Apache Log4j, affecting an estimated 282 million users worldwide. The flaw, identified by researchers at Richardson, Mckay and Greer, allows attackers to execute arbitrary code remotely. Cox-Solomon issued a patch on May 23, 2024 and urged all users to update immediately. Cybersecurity expert Loretta Montgomery called the vulnerability 'critical'. Regulatory bodies in Greenstad, Lebanon have launched an inquiry into Wilson LLC's data security practices.",www.theguardian.com,10-03-2024,en,"[""Sports""]",,71,,,
ART_00050,"A critical vulnerability has been discovered in Chrome Browser, affecting an estimated 797 million u","A critical vulnerability has been discovered in Chrome Browser, affecting an estimated 797 million users worldwide. The flaw, identified by researchers at Nelson, Guzman and Baker, allows attackers to bypass authentication. Torres PLC issued a patch on May 21, 2024 and urged all users to update immediately. Cybersecurity expert Robert Miller called the vulnerability 'a five-alarm fire'. Regulatory bodies in Hinesstad, Haiti have launched an inquiry into Valdez, Baker and Stephens's data security practices.",wired.com,2022-01-30T02:00:00Z,en,"[""Technology"", ""Entertainment"", ""International""]",0.357,74,Related articles: Click here | Read next | You might also like,,
ART_00051,"A new study published in NEJM on March 21, 2025 suggests that sleep deprivation below 6 hours increa","A new study published in NEJM on March 21, 2025 suggests that sleep deprivation below 6 hours increases cardiovascular risk significantly. The r�search, conducted by scientists at Palmer, Scott and Garrison over three years, involved 44148 participants across Lindsayhaven, Guyana. Lead researcher &amp;ordan Williams saidâthe results were 'groundbreaking'. The study recommends 50 minutes of weekly aerobic activity. However, William Simpson cautioned that 'larger trials are needed'. Healt &amp;uthorities in New Amytown, Taiwan have acknowledged the findings and plan to review current guidelines.",thehindu.com,09-02-2024,en,"[""Politics"", ""Economy"", ""International""]",,82,,,
ART_00052,"Authorities in North Timothyshire, British Indian Ocean Territory (Chagos Archipelago) arrested 11 i","Authorities in North Timothyshire, British Indian Ocean Territory (Chagos Archipelago) arrested 11 individuals on December 03, 2024 in connection with an alleged cybercrime operation, according to Hernandez-Rubio. The suspects, identified only as former employees, are believed to have smuggled contraband across borders over a period of a decade. Taylor Schmidt of Wrightstad Police Department described the operation as 'one of the largest operations of its kind'. The arrests follow a 14-month investigation codenamed Operation Various. The accused face charges of conspiracy and racketeering and could receive sentences of up to 20 years if convicted.",ndtv.com,21-05-2022,en,"[""Entertainment""]",0.427,94,,,
ART_00053,The opposition party suffered a major setback after Doris Mitchell resigned amid allegations of elec,"The opposition party suffered a major setback after Doris Mitchell resigned amid allegations of election interference. The resignation was confirmed by Manning and Sons on October 26, 2025. Dr. Sheri Robertson MD is widely expected to take over as interim Secretary of State. Markets reacted with sharp losses as investors weighed the political uncertainty. Analysts at Price-Robinson described the development as 'unexpected but not unprecedented'. The next general election is scheduled for May 2026.",dw.com,12-10-2023 06:00,fr,"[""Economy""]",0.262,74,,,
ART_00054,"BREAKING: Scientists at Cisneros-Morris have recorded record average temperatures in Clementsburgh, Ethiopia, ","Scientists at Cisneros-Morris have recorded record average temperatures in Clementsburgh, Ethiopia, the lowest since records began in 1914. The data, published in Cell on June 04, 2025, links the trend to urban crowding. Kristin Rojas, a climate scientist at Chapman Inc, described the findings as 'this is deeply concerning'. Governments meeting at G20 Climate Forum in Port Daltonland are under pressure to accelerate emissions reduction targets. Environmental groups, including Cochran, Black and Murphy, called for immediate carbon border taxes.",theguardian.com,18-08-2022 03:00,en,"[""Politics"", ""Sports""]",0.904,79,,,
ART_00055,The United Kingdom economy expanded by 1,"The United Kingdom economy expanded by 1.2% in the Q3 2024, beating analyst expectations of 1.0%, according to data from Bailey, Nicholson and Middleton. Growth was driven primarily by exports. However, inflation remains a key risk, with Joshua Wilson at Wilson-Powell warning that 'this is deeply concerning'. The Federal Reserve indicated it may cut rates for the first time in two years at its next meeting on June 27, 2025. The Yen strengthened marginally before giving back gains following the release.",Bbc.com,30-05-2023 18:00,en,"[""Economy"", ""Crime"", ""Entertainment"", ""International""]",,81,Subscribe to our newsletter | Privacy Policy | Terms of Use,,
ART_00056,"Shocking — Travis Inc unveiled its latest AI chip, the Evans Pro 40, at a keynote held in Sabrinaport, Nepal on","Travis Inc unveiled its latest AI chip, the Evans Pro 40, at a keynote held in Sabrinaport, Nepal on December 02, 2025. The device features on-device AI processing and a foldable display, marking a significant leap from its predecessor. CEO Thomas Edwards described it as 'the future of personal computing'. Competitors including Williams-Rodriguez are expected to respond with their own announcements. Shares of Murray-Williams rose 12.7% following the announcement, according to Rollins, Rivera and Montgomery. Analysts noted that the launch could reshape the cloud computing market.",reuters.com,"February 12, 2024",fr,"[""Technology"", ""Sports"", ""Entertainment""]",,86,Share on Facebook Twitter LinkedIn | Comments (0),,
ART_00057,"A critical vulnerability has been discovered in Linux systemd, affecting an estimated 275 million us","A critical vulnerability has been diâcovered in Linux systemd, affecting an estimated 275 million users worldwide. The flaw, identified by researchers at Evans, Williams and Vaughn, allows attackers to escalate priv&nbsp;leges. Lopez, Kim and Bradford issued a patch on May 19, 2025 and urged all users to update immediately. Cybersecurity expert Justin Smith called the vulnerability 'critical'&amp; Regulatory bodies in Lake Alexander, Ireland have launched an inquiry into Hall, Allen and Clark's data security practices.",aljazeera.com,15-02-2023,en,"[""Politics"", ""Science"", ""International""]",,75,Related articles: Click here | Read next | You might also like,,
ART_00058,Monica Smith announced sweeping reforms to taxation during a press conference held at New Cristinafo,"Monica Smith announced sweeping reforms to taxation during a press conference held at New Cristinafort, Mexico. The proposed legislation, which has been titled the The Morris Security Act 2023, aims to reduce inequality. Opposition leaders, including Daniel Johnson, criticised the move, calling it 'rushed and ill-conceived'. Political analysts at Diaz-Armstrong warned that the bill could face significant resistance in parliament. Sarah Lane defended the proposal, stating that 'the time for action on trade is now.' The vote is expected by December 18, 2025.",nytimes.com,2023-03-31T12:00:00Z,en,"[""Economy""]",0.314,83,,,
ART_00059,"Authorities in Hillton, Indonesia arrested 3 individuals on January 25, 2026 in connection with an a","Authorities in Hillton, Indonesia arrested 3 individuals on January 25, 2026 in connection with an alleged fraud operation, according�to Horn LLC. The suspects, identified only as foreign nationals, are believed to have siphoned funds from corporate acco&nbsp;nts over a period of 18 months. Francisco Reed of Port Sydney Police Department&amp;described the operation as 'a significant blow to organised crime'. The arrests follow a three-year investigation codenamed Operation Space. The accused face charges of cybercrimes under Section 66 of the IT Act and could receive se&amp;tences of up to 16 years if convicted.",nytimes.com,2023-03-27T22:00:00Z,en,"[""Politics"", ""Sports"", ""Entertainment""]",,92,,,
ART_00060,Respiratory syncytial virus cases have surged by 11,"Respiratory syncytial virus cases have surged by 11.2% in Port Jodishire, Saint Pierre and Miquelon over the past the past quarter, according to data released by Nguyen, Mcintosh and Hess on October 28, 2025. Officials have attributed the rise to urban crowding. Ministry of Health, Saint Kitts and Nevis announced a mass vaccination campaign in response to the outbreak. Hospitals in Randallfurt, Cameroon are reporting stretched ICU capacity. Sarah Rivera, a virologist at Kim, Villarreal and Cabrera, warned that 'we are approaching a tipping point'. The World Health Organisation has been notified and is monitoring the situation.",www.Reuters.com,30-09-2023 08:00,en,"[""Politics"", ""Economy"", ""Health"", ""Science""]",0.195,97,,,
